sweep_param,sweep_value,arm,metric,mean,std,n_params
,,baseline,accuracy,0.5034666666666666,0.004035643660320674,0
,,trm_ds,accuracy,0.9588444444444445,0.007214782492892882,11538
,,trm_ds,exact_match,0.7604,0.028076680715497716,11538
,,trm_nods,accuracy,0.9719333333333333,0.008894997900748528,11538
,,trm_nods,exact_match,0.8283999999999999,0.05960117448507202,11538
,,untied_stack,accuracy,0.9992222222222222,0.0010274023338281636,45960
,,untied_stack,exact_match,0.9942,0.008012490249604058,45960
,,ff_matched,accuracy,0.9705999999999999,0.0077827761716672585,11518
,,ff_matched,exact_match,0.7926,0.0573872808207533,11518
